File,Length (s),Padding_Time
20221SW28_20220427_040000_106834752.wav,3.072018,2.927982
20221SW28_20220427_040000_125669376.wav,3.104036,2.895964
20221SW28_20220427_040000_138519552.wav,2.069342,0.9306580000000002
20221SW28_20220427_040000_69505920.wav,2.48,0.52
20221SW28_20220427_040000_91630848.wav,2.592018,0.407982
20221SW28_20220427_040000_92273664.wav,2.736009,0.2639909999999998
20221SW28_20220427_040000_96232960.wav,3.813333,2.186667
20221SW28_20220427_040000_97227520.wav,4.333333,1.6666670000000003
20211SW107_20210427_040000_101655040.wav,1.706667,1.293333
20211SW107_20210427_040000_101818880.wav,1.986667,1.013333
20211SW107_20210427_040000_101998720.wav,1.893333,1.106667
20211SW107_20210427_040000_102171520.wav,2.146667,0.8533330000000001
20211SW107_20210427_040000_102348800.wav,1.706667,1.293333
20211SW107_20210427_040000_102507520.wav,2.0,1.0
20211SW107_20210427_040000_102677760.wav,1.866667,1.133333
20211SW107_20210427_040000_102868480.wav,1.946667,1.053333
20211SW107_20210427_040000_103065600.wav,1.933333,1.066667
20211SW107_20210427_040000_103452672.wav,1.856009,1.143991
20211SW107_20210427_040000_103656960.wav,1.664036,1.335964
20211SW107_20210427_040000_103827456.wav,1.696009,1.303991
20211SW107_20210427_040000_103999488.wav,2.016009,0.983991
20211SW107_20210427_040000_104200704.wav,1.98,1.02
20211SW107_20210427_040000_104857344.wav,1.512018,1.487982
20211SW107_20210427_040000_105336576.wav,1.788027,1.211973
20211SW107_20210427_040000_106187136.wav,1.608027,1.391973
20211SW107_20210427_040000_106339200.wav,1.952018,1.047982
20211SW107_20210427_040000_106509696.wav,1.68,1.32
20211SW107_20210427_040000_106814592.wav,1.768027,1.231973
20211SW107_20210427_040000_106976640.wav,1.904036,1.095964
20211SW107_20210427_040000_107140224.wav,1.512018,1.487982
20211SW107_20210427_040000_107298048.wav,2.016009,0.983991
20211SW107_20210427_040000_108703616.wav,1.68,1.32
20211SW107_20210427_040000_108885504.wav,1.96,1.04
20211SW107_20210427_040000_109241216.wav,1.978685,1.021315
20211SW107_20210427_040000_109660544.wav,1.68,1.32
20211SW107_20210427_040000_110097792.wav,1.773333,1.226667
20211SW107_20210427_040000_111507456.wav,1.416009,1.583991
20211SW107_20210427_040000_133489728.wav,2.22,0.7799999999999998
20211SW107_20210427_040000_133986240.wav,2.244036,0.7559640000000001
20211SW107_20210427_040000_72666624.wav,3.2,2.8
20211SW107_20210427_040000_73032192.wav,2.144036,0.8559640000000002
